Wilayah;Kecamatan;Nama Faskes (Rumah Sakit dan Puskesmas);Jenis Penyakit;Januari;Februari;Maret;April;Mei;Juni;Juli;Agustus;September;Oktober;November
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Malformasi kongenital, deformasi dan kelainan chromosom;0;0;1;0;0;0;1;0;0;0;0
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;35;35;130;26;48;39;55;35;33;21;26
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Keracunan, cedera dan beberapa penyebab yang dari luar;10;10;36;12;10;4;6;16;13;7;4
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyebab morbiditas dan kematian eksternal;2;2;2;1;0;0;1;0;1;0;1
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;364;364;1.046;240;381;275;310;351;354;375;240
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit Infeksi dan parasit;122;122;405;97;106;100;105;115;118;148;174
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Neoplasma;10;10;37;7;12;9;12;7;21;25;14
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;4;4;5;1;12;5;7;10;6;6;5
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Endokrin, nutrisi dan gangguan metabolik;78;78;270;59;84;69;81;100;104;144;112
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Gangguan jiwa dan perilaku;19;19;48;19;33;18;14;15;15;17;20
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit yang mengenai sistem syaraf;30;30;73;6;18;7;15;13;6;23;26
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit mata dan adnexa;90;90;285;59;130;135;115;130;125;149;114
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit telinga dan mastoid;29;29;99;18;35;28;25;26;26;56;49
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem sirkulasi;82;82;253;40;56;53;54;51;49;79;72
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem pernafasan;384;384;1.246;256;317;324;364;517;491;505;402
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem pencernaan;347;347;1.056;271;405;340;403;364;365;437;445
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada kulit dan jaringan subcutaneous;104;104;322;81;99;84;99;100;109;147;165
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem musculoskletal;182;182;563;100;162;157;151;157;168;225;210
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyakit pada sistem saluran kemih dan genital;37;37;100;7;20;25;21;22;17;47;34
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Kehamilan dan kelahiran;3;3;11;3;5;0;2;3;2;2;4
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Keadaan yang berasal dari periode perinatal;8;8;12;10;4;4;11;6;5;2;6
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Malformasi kongenital, deformasi dan kelainan chromosom;1;1;6;0;3;1;4;1;1;2;0
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;158;158;474;117;201;141;163;172;223;290;207
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Keracunan, cedera dan beberapa penyebab yang dari luar;40;40;111;18;28;26;25;37;53;39;37
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Penyebab morbiditas dan kematian eksternal;0;0;2;2;3;0;0;2;1;1;2
Surabaya Pusat;Simokerto;Puskesmas Tambakrejo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;415;415;1.014;177;305;248;321;207;268;296;287
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit Infeksi dan parasit;194;194;809;263;286;311;308;382;335;491;420
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Neoplasma;17;17;52;13;30;34;15;20;21;27;30
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;25;25;63;11;9;16;11;14;17;22;28
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Endokrin, nutrisi dan gangguan metabolik;184;184;582;121;164;130;203;151;141;183;218
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Gangguan jiwa dan perilaku;38;38;111;32;41;52;54;53;51;50;36
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit yang mengenai sistem syaraf;35;35;144;42;82;63;98;81;65;104;83
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit mata dan adnexa;33;33;79;24;32;24;30;29;27;34;19
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit telinga dan mastoid;44;44;182;45;70;80;51;54;56;86;101
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem sirkulasi;183;183;545;120;171;168;165;129;129;150;127
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem pernafasan;558;558;2.078;575;712;775;759;1.121;1.071;930;836
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem pencernaan;591;591;1.640;377;570;533;558;569;598;623;651
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada kulit dan jaringan subcutaneous;106;106;388;131;155;162;188;186;162;190;256
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem musculoskletal;252;252;793;164;268;248;271;322;320;368;362
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyakit pada sistem saluran kemih dan genital;43;43;160;61;73;66;70;51;44;63;80
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Kehamilan dan kelahiran;7;7;27;10;11;8;3;19;10;19;22
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Keadaan yang berasal dari periode perinatal;6;6;14;3;4;10;3;4;5;5;9
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Malformasi kongenital, deformasi dan kelainan chromosom;2;2;8;4;7;6;8;9;4;2;4
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;147;147;500;140;226;201;230;238;232;223;379
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Keracunan, cedera dan beberapa penyebab yang dari luar;47;47;144;47;69;56;58;56;62;61;80
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Penyebab morbiditas dan kematian eksternal;2;2;7;3;1;2;3;2;1;2;5
Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;749;749;2.242;620;847;1.049;993;953;912;1.166;948
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit Infeksi dan parasit;131;131;307;58;106;48;73;86;64;77;80
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Neoplasma;5;5;25;6;10;8;6;9;7;10;10
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5;5;26;8;4;10;11;7;10;5;4
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Endokrin, nutrisi dan gangguan metabolik;51;51;145;10;77;46;32;52;41;43;62
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Gangguan jiwa dan perilaku;5;5;15;4;5;6;13;17;22;44;49
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit yang mengenai sistem syaraf;25;25;64;3;23;19;29;23;20;21;27
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit mata dan adnexa;65;65;194;56;95;71;101;73;54;65;61
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit telinga dan mastoid;22;22;82;36;22;17;26;43;27;44;38
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem sirkulasi;75;75;152;13;48;60;56;44;29;31;46
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem pernafasan;232;232;577;128;226;139;164;301;268;276;206
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem pencernaan;429;429;1.185;243;439;425;470;447;376;476;418
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada kulit dan jaringan subcutaneous;60;60;187;57;57;58;51;74;37;60;82
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem musculoskletal;82;82;205;29;84;61;81;116;66;73;97
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyakit pada sistem saluran kemih dan genital;20;20;60;7;17;15;18;20;12;23;31
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Kehamilan dan kelahiran;12;12;32;5;12;6;3;7;3;8;5
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Keadaan yang berasal dari periode perinatal;0;0;1;1;3;0;0;1;0;0;6
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Malformasi kongenital, deformasi dan kelainan chromosom;2;2;2;1;2;0;2;3;2;1;0
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;109;109;328;66;98;60;47;68;78;115;81
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Keracunan, cedera dan beberapa penyebab yang dari luar;34;34;86;7;23;14;14;25;13;27;16
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Penyebab morbiditas dan kematian eksternal;1;1;6;2;1;0;2;1;3;2;0
Surabaya Barat;Sukomanunggal;Puskesmas Tanjungsari;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;507;507;1.113;111;371;272;261;246;189;300;278
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit Infeksi dan parasit;132;132;403;95;140;135;150;144;102;92;91
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Neoplasma;15;15;45;15;28;18;17;29;24;28;13
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;6;6;14;2;2;5;2;2;5;2;2
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Endokrin, nutrisi dan gangguan metabolik;103;103;272;60;118;84;85;88;65;69;90
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Gangguan jiwa dan perilaku;3;3;18;4;8;10;11;6;5;10;11
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit yang mengenai sistem syaraf;27;27;99;16;48;30;31;33;19;19;20
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit mata dan adnexa;63;63;225;45;78;56;76;77;69;100;91
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit telinga dan mastoid;49;49;142;34;42;39;38;38;30;38;37
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem sirkulasi;132;132;437;87;170;132;115;109;65;56;81
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem pernafasan;425;425;1.304;424;474;490;443;560;446;372;297
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem pencernaan;417;417;1.231;293;443;384;448;430;389;442;402
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada kulit dan jaringan subcutaneous;95;95;287;73;96;121;98;97;83;83;113
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem musculoskletal;203;203;518;134;237;192;170;166;121;141;149
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyakit pada sistem saluran kemih dan genital;43;43;109;29;43;23;58;23;23;38;35
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Kehamilan dan kelahiran;14;14;34;13;15;11;8;15;7;15;13
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Keadaan yang berasal dari periode perinatal;2;2;4;2;2;1;0;2;1;2;3
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Malformasi kongenital, deformasi dan kelainan chromosom;2;2;3;0;3;0;1;4;1;1;1
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;105;105;299;95;107;101;114;120;97;119;103
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Keracunan, cedera dan beberapa penyebab yang dari luar;68;68;182;46;63;69;62;61;40;52;55
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Penyebab morbiditas dan kematian eksternal;0;0;0;0;0;1;0;0;1;0;1
Surabaya Pusat;Bubutan;Puskesmas Tembok Dukuh;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;805;805;1.999;509;823;708;768;773;665;802;648
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit Infeksi dan parasit;134;134;416;76;133;119;153;195;163;151;181
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Neoplasma;16;16;38;13;21;14;8;14;14;25;28
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5;5;10;0;2;2;3;4;1;5;5
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Endokrin, nutrisi dan gangguan metabolik;51;51;221;34;70;52;52;76;80;115;109
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Gangguan jiwa dan perilaku;16;16;54;9;18;11;17;21;13;17;19
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit yang mengenai sistem syaraf;33;33;75;9;31;15;23;31;24;30;29
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit mata dan adnexa;29;29;125;37;46;38;46;34;33;43;31
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit telinga dan mastoid;39;39;131;27;45;32;47;45;39;64;71
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem sirkulasi;36;36;184;36;75;75;79;78;91;96;77
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem pernafasan;466;466;1.566;426;534;450;563;865;812;747;530
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem pencernaan;186;186;595;126;186;292;249;280;226;219;222
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada kulit dan jaringan subcutaneous;99;99;309;71;92;104;117;90;117;138;150
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem musculoskletal;92;92;324;61;119;115;110;175;158;172;189
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyakit pada sistem saluran kemih dan genital;26;26;102;24;26;34;25;39;36;46;59
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Kehamilan dan kelahiran;75;75;218;67;63;72;65;70;66;71;33
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Keadaan yang berasal dari periode perinatal;5;5;10;7;5;3;3;6;7;8;4
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Malformasi kongenital, deformasi dan kelainan chromosom;6;6;8;3;0;2;4;0;1;4;5
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;65;65;314;90;116;106;109;113;111;163;166
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Keracunan, cedera dan beberapa penyebab yang dari luar;30;30;113;35;62;35;47;71;83;63;68
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Penyebab morbiditas dan kematian eksternal;0;0;0;0;0;0;1;3;1;5;2
Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tenggilis;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;489;489;1.322;319;465;350;438;518;642;633;526
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit Infeksi dan parasit;141;141;433;107;152;118;147;140;153;209;150
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Neoplasma;9;9;32;13;7;17;10;8;6;9;11
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1;1;4;3;5;4;1;1;5;8;2
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Endokrin, nutrisi dan gangguan metabolik;43;43;143;19;28;44;46;42;23;45;59
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Gangguan jiwa dan perilaku;25;25;70;5;8;15;32;19;13;26;30
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit yang mengenai sistem syaraf;73;73;208;32;72;59;68;54;74;76;67
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit mata dan adnexa;44;44;150;33;51;28;63;64;68;63;87
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit telinga dan mastoid;65;65;200;57;66;45;74;40;55;60;49
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem sirkulasi;45;45;148;25;35;55;65;59;50;44;61
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem pernafasan;539;539;1.833;517;615;476;568;840;824;628;520
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem pencernaan;520;520;1.595;375;594;397;532;534;519;644;528
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada kulit dan jaringan subcutaneous;120;120;392;103;138;100;125;141;130;145;123
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem musculoskletal;139;139;480;96;144;139;170;152;192;202;157
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyakit pada sistem saluran kemih dan genital;50;50;145;31;76;55;50;28;35;51;46
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Kehamilan dan kelahiran;19;19;45;13;18;10;14;8;14;17;39
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Keadaan yang berasal dari periode perinatal;4;4;13;10;14;6;9;3;3;8;6
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Malformasi kongenital, deformasi dan kelainan chromosom;1;1;1;0;1;2;2;1;2;0;1
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;84;84;232;49;83;67;93;96;88;105;87
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Keracunan, cedera dan beberapa penyebab yang dari luar;52;52;202;49;77;52;57;81;71;75;64
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Penyebab morbiditas dan kematian eksternal;0;0;2;0;1;1;2;1;4;2;2
Surabaya Selatan;Wiyung;Puskesmas Wiyung;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;665;665;1.766;414;689;609;767;997;1.054;1.068;969
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit Infeksi dan parasit;78;78;260;57;35;36;73;87;82;92;102
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Neoplasma;3;3;17;2;8;9;5;6;13;11;9
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1;1;4;0;0;2;1;2;3;1;4
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Endokrin, nutrisi dan gangguan metabolik;26;26;99;28;21;27;45;53;43;50;66
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Gangguan jiwa dan perilaku;14;14;41;6;5;3;8;7;9;21;10
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit yang mengenai sistem syaraf;20;20;57;14;17;7;18;8;17;25;40
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit mata dan adnexa;84;84;224;47;80;69;100;108;90;128;100
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit telinga dan mastoid;25;25;97;15;14;13;21;36;48;48;70
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem sirkulasi;36;36;94;24;22;15;26;37;34;40;36
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem pernafasan;151;151;617;159;127;90;226;311;450;325;260
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem pencernaan;294;294;867;228;286;226;340;384;347;457;426
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada kulit dan jaringan subcutaneous;68;68;205;46;44;35;73;73;64;74;106
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem musculoskletal;101;101;339;57;69;64;88;101;92;126;129
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyakit pada sistem saluran kemih dan genital;15;15;50;16;13;6;26;24;19;27;37
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Kehamilan dan kelahiran;17;17;43;12;17;15;6;13;7;12;8
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Keadaan yang berasal dari periode perinatal;1;1;2;1;1;0;1;0;1;1;2
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Malformasi kongenital, deformasi dan kelainan chromosom;2;2;3;2;0;0;1;0;1;2;2
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;112;112;312;67;86;83;98;100;129;157;160
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Keracunan, cedera dan beberapa penyebab yang dari luar;23;23;68;28;33;17;26;28;15;23;28
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Penyebab morbiditas dan kematian eksternal;1;1;1;0;0;2;1;1;0;0;3
Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;149;149;394;89;184;184;131;131;141;187;134
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit Infeksi dan parasit;352;352;1.069;246;317;278;286;297;292;318;376
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Neoplasma;23;23;70;16;29;22;32;27;27;33;50
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;9;9;29;2;3;4;2;2;2;3;3
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Endokrin, nutrisi dan gangguan metabolik;62;62;171;43;58;54;51;70;65;74;68
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Gangguan jiwa dan perilaku;11;11;45;9;8;13;10;13;20;8;9
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit yang mengenai sistem syaraf;39;39;126;29;36;30;22;29;15;22;25
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit mata dan adnexa;0;0;0;0;0;0;0;0;0;0;0
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit telinga dan mastoid;96;96;209;44;65;68;61;58;63;71;67
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem sirkulasi;87;87;239;69;78;79;103;85;105;103;80
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem pernafasan;843;843;2.586;740;959;840;941;1.170;1.065;821;652
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem pencernaan;555;555;1.785;416;601;543;559;569;487;676;658
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada kulit dan jaringan subcutaneous;149;149;424;88;143;134;165;144;131;167;203
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem musculoskletal;248;248;726;147;208;209;224;275;256;243;259
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyakit pada sistem saluran kemih dan genital;55;55;186;34;50;36;51;63;49;71;70
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Kehamilan dan kelahiran;23;23;72;15;29;16;33;40;27;37;51
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Keadaan yang berasal dari periode perinatal;2;2;16;5;4;1;3;3;4;7;3
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Malformasi kongenital, deformasi dan kelainan chromosom;3;3;9;3;4;1;2;0;1;5;6
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;132;132;362;77;69;109;72;115;86;101;125
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Keracunan, cedera dan beberapa penyebab yang dari luar;45;45;128;31;36;55;68;65;36;73;73
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Penyebab morbiditas dan kematian eksternal;0;0;1;0;0;3;1;0;0;1;0
Surabaya Utara;Semampir;Puskesmas Wonokusumo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;358;358;978;171;393;339;335;386;287;311;277
